"`EA(eV)`"	"`IP(eV)`"	"CNS"	"`dip^2/V`"	"CIQPlogS"	"RuleOfThree"	"RuleOfFive"	"PSA"	"HumanOralAbsorption"	"PercentHumanOralAbsorption"	"SAfluorine"	"SAamideO"	"`#stars`"	"`#amine`"	"`#amidine`"	"`#acid`"	"`#amide`"	"`#rotor`"	"`#rtvFG`"	"`#metab`"	"`#NandO`"	"`#ringatoms`"	"`#in34`"	"`#in56`"	"`#noncon`"	"`#nonHatm`"	"QPpolrz"	"QPlogPC16"	"QPlogPoct"	"QPlogPw"	"`QPlogPo/w`"	"QPlogS"	"QPlogHERG"	"QPPCaco"	"QPlogBB"	"QPPMDCK"	"QPlogKp"	"QPlogKhsa"	"dipole"	"SASA"	"FOSA"	"FISA"	"PISA"	"WPSA"	"volume"	"donorHB"	"accptHB"	"`ACxDN^.5/SA`"	"glob"	"MW"	"AlogP"	"RB"	"PSA.1"	"Estate"	"MR"	"Polar"	"`Num aromatic rings`"	"RingCount"	"ChiralCenterCount"	"HeavyAtomCount"	"`Total charge`"	"shadowMax"	"shadowMean"	"shadowMin"
"1"	17.0287909105234	16.7648049364673	12.8079633694782	15.1816554022698	15.981939293551	6.14693342380638	6.08438551623833	14.5019183753212	5.58892134505649	14.2223452199675	-1.13207014327134	7.15726687434831	9.22682080270897	11.9563161740698	5.06947282187913	7.54936834956994	6.03546338320024	12.1654965371356	15.963955821119	11.0143606637557	11.0960781999082	16.1917828309309	1.85255492856973	10.6938419733185	13.5163109454978	14.0634252678016	14.9471170967692	12.9521368426576	15.9114933367379	19.0460450406571	16.4256013673699	14.9676222979842	16.3677473510195	16.1650748186817	22.0418358161797	14.2860875713299	15.7188007951611	12.7681463270964	15.0068507058254	13.3290881190928	20.6307308275399	14.3490346185475	16.6301682114131	11.3639856920173	15.9250770190373	12.4959902344041	17.0057607351434	14.5373788494831	16.9740732409597	14.794753112864	17.6241400812427	11.8032066350961	15.715471444417	15.5220014085206	17.7070876723737	15.8152937706057	10.8347938855197	12.2140401755303	13.0518138051642	13.2058129491427	20.9158842656964	2.02760138714649	-0.320740401656379	-2.46132033573865
"2"	17.8915907642081	17.0444554508991	11.9395654127192	15.600091568382	15.6982659766238	5.4565362677874	5.70689059784213	14.3136985129052	5.50735549139108	14.7074164213995	-0.143702979763626	7.69800429824347	7.75246366332851	12.4842870267724	3.86919554951784	7.81486230889811	6.09461969456916	10.8114256655726	15.8688681578276	11.1949908600458	10.7405997140524	16.3007223310261	3.69572383917727	11.9436642438643	14.733593789872	14.1244438798092	15.2076064009247	12.8484165387187	16.5005314004586	17.5202327558722	15.420687847979	13.4127435011635	15.9970272046387	15.2062708589407	20.5680350526727	15.3781444592943	17.1976684090068	12.6499599912374	14.3198244162435	13.754565627733	22.7658563305452	14.8534423275499	17.6311600964125	12.7400821043002	14.6331845105045	13.165402840195	16.5224294866259	15.2676607621265	17.7375627679245	15.2491519342627	17.0896263030002	13.1073568733705	13.9070773457425	16.2847045615326	19.7655475326884	15.5001624691307	11.934576996748	12.657168984385	13.0553446399992	11.1939702889803	22.4586471330563	4.61558572569476	0.107434910938161	-2.57413613025794
"3"	17.9506946709195	16.6374466992914	11.8466256960019	13.5012849956517	16.5484836684493	5.4733625446665	5.4604503976692	14.0181044099421	5.0955471570027	13.7571209212073	-0.348333577148156	7.59933728237253	7.78227443182749	13.6029854665669	5.07378550630234	8.68773843500316	6.96679351468714	11.0059904946989	16.4455327785564	11.9851006071865	10.0696082017748	16.5005914675803	3.31792238826674	10.7552710041705	13.7657465702038	13.3906054283157	16.2836728042578	11.6143741549664	15.7273608379149	19.5594297840781	16.1958814406927	13.7998441509327	15.6645595232338	15.7166039326794	22.5038742085687	15.591396957532	16.3642571680416	12.6494790773907	15.075719210548	12.74038281237	20.6033033491011	14.8814410409868	19.2241696302404	12.0119434476924	15.380184553641	13.32440106861	16.2419891435054	15.103380138299	18.5400969916806	15.4714745151577	16.8724774165231	13.1915095916299	13.6904695325588	14.5763184781757	17.3804238964631	14.8642468888606	11.9364601058187	13.0021668423609	13.7551106174439	13.7621708816937	21.7897800207752	2.08083612490612	-0.163291580627554	-2.19761404647422
"4"	19.1753020688075	16.2423159285399	11.5089171561813	15.2132065090847	15.5543078685542	5.95945438789872	6.51582347635114	13.7867674131109	5.32680721956219	13.2087007136297	-1.58710084528378	7.37351323649181	8.56833173217436	12.207847824228	4.33349882758735	7.83636074576322	6.12500387789799	12.0753675891481	15.7227202380107	11.6435063021703	10.9555393061864	15.4894852479585	2.60600597662131	11.1418672794845	15.6251550866126	12.7243839484346	15.9217359674057	12.14891409582	15.9465812334506	18.02688856163	15.2550778276499	15.009450368767	16.384138106249	16.0706422265762	20.6896963632513	15.6504896215478	18.2623637543318	12.3192961894133	15.9430056764531	13.1195339879224	22.552705508627	15.4213793961634	18.6965343027487	11.9875123655539	15.4630795530665	12.7283532480255	17.3632805532304	15.135042489817	17.9559857057639	14.7120893164604	17.2807390525276	11.5421235106656	13.52885819107	15.53974374015	17.6489670074394	14.6436565706246	12.3639168660996	13.7637183096211	13.0431151668914	13.4208986744938	21.0870165976465	2.22741045279425	-0.11197982423699	-2.75398216104047
"5"	19.5825453713159	15.9675685917592	11.8471780165798	13.875945850549	15.1867380221674	4.87772749226355	6.07483918137884	14.6067149742524	5.20983686939139	13.7499828210654	-1.1429389900559	6.7884502178945	7.75930625833557	11.9073638724213	5.28047058876753	7.04046727317635	5.75641639671634	11.3150059714857	16.1637585818425	11.4445893340628	10.9555053159295	15.22381266267	2.54919656295461	11.7837375376047	13.7125861272854	13.7985412392983	15.0956608570738	11.9548950801488	15.2776448324245	19.3633036809885	16.8125645315285	14.9742747730181	14.8551798990872	15.6024175653502	22.2398487282305	15.0765537210578	16.6930423825166	12.4573965705736	15.0650344267223	13.5096255017044	22.2054748363528	13.9329045956014	17.6952210154561	12.8047271089145	15.7712562475198	12.8546277576773	17.5182270665305	14.7138527672363	18.0529668371482	15.4402807162501	17.28864027874	11.6790195881612	14.3111312941026	13.4120983735016	17.6098796408019	14.7267906441986	11.248079042859	13.4056113724458	12.3364822025335	12.8950236903021	20.5928198178753	2.37026554733208	-0.10898154744068	-2.52700709352073
"6"	16.7738232661682	16.3453764154872	11.4243722289284	14.5317845642357	15.708026482106	5.42106525848343	5.95398148702345	13.8549824104892	4.23667794618365	13.415588719995	0.478669939850177	7.62031811282221	7.67963201542751	12.1601104310625	5.13408081845673	7.41782328911044	7.03792137528086	11.8396466276285	15.7432590512312	12.3487893665731	10.4388857008436	16.17254310795	2.97774199270476	11.6552027173303	12.8848957465591	14.209410859799	14.9912632456141	13.1261689509641	15.1274651096963	18.9661984361783	16.4917187661646	13.3458230700464	16.8389964281	15.712833264629	21.2109649840031	15.8210860155969	16.0638125852908	13.2831113700319	15.6907465269122	14.3306778827508	21.4350365144909	15.2467587347095	17.4022702488973	12.2386403092373	16.0334670926593	12.3363839184986	17.4639240791623	15.3536226214428	17.5769241925282	14.7660105212153	16.7948589446452	11.9545238922915	13.7964981471585	14.7298354481516	17.1448443206198	15.1257823814965	11.4329234563421	12.7358307194485	12.1459196451761	12.5953893078644	21.8560584110544	2.03677997147287	0.033071017855281	-2.37508841266433
"7"	17.5274635554013	15.8211910064421	11.3154534950646	14.9579485942148	16.603420219972	6.27612428308386	6.58623074764467	13.4503361409925	4.5295691896018	13.2172520737842	1.22483394063609	6.37682168829273	8.09273181157841	11.0066802455267	4.72704379693351	8.3338747447224	6.01049199657383	10.3741695042835	17.4016657613814	10.933939705309	11.7418517014289	16.1836764955442	2.90626977692511	11.4184100154251	14.9034842692831	12.9558897274884	15.503667133651	13.1551733431461	15.1643448347309	18.3759137753571	15.5930241730632	14.4864205846241	16.5370779110037	15.7798824007444	23.7967960951009	16.0608603897138	16.2658743023455	13.474824623753	15.954360334697	13.4253259775604	20.8885505903277	15.8188027687331	17.5221438063796	12.6684847980212	15.634915996661	11.7639618010293	17.4965705367657	15.0837178513818	16.0626392615488	14.9458935350056	17.4009441333964	11.9019996749247	13.9899892068099	16.0624062619312	18.1033942312004	16.1893297998753	11.7302142359992	12.415990122653	12.467715783887	13.520400764406	21.0402627773925	3.29326823005373	-0.0315017296951522	-3.33931532489975
"8"	17.6668207629646	15.80068589972	11.9631190671512	15.70711810827	16.0405996775996	5.17573975913813	5.8517294751692	14.6939369001249	5.52066847543086	13.7154090224324	0.488370697140147	6.24267483693137	8.44990945579328	12.8071310984259	4.42553637903619	7.5312625697297	5.49021967431805	11.7837732772215	16.0198605132149	12.2409398591429	10.3839974276801	16.823845793007	3.27953143969245	11.3700040471515	14.3543478927365	13.3062806016385	15.0840422673006	12.4704676926627	16.0032324518671	19.6637057542135	16.0026287350032	14.4538900647494	15.5364395458314	15.7707078733188	23.1089285857428	15.4649513218905	17.3384807482279	13.4052598575581	13.8589791384727	13.4081829904447	22.0018882154767	15.8980163114684	17.5321866138292	11.9872333146854	15.2796391109679	12.7908669054944	16.8323223282245	16.2835367401173	18.2412832401231	14.5248505212261	16.4553349583026	11.9174458292857	14.7482089897078	14.9517145372368	17.7731856217124	15.8842920481251	11.9143137127282	12.5900557996058	13.2004562230131	12.0199109752062	21.8063182212673	2.89828953723164	-0.153396849636758	-3.83371853682057
"9"	18.274342118755	15.4905743758532	12.7513519336713	16.0923665329579	16.1440212885368	4.995623761283	7.15676880408253	13.7519555130738	5.34330044070126	12.9209013967017	0.865143799869315	7.29738087454406	7.81200442905186	12.6507181865155	4.93022416026654	7.72859693992827	5.3918669381554	11.2868328413409	16.6981721478564	11.6227247010876	11.5399280841517	15.3015812681542	3.95861021504127	10.8965531247787	14.2299453912151	13.2315981237477	15.3903535359436	13.0333393305177	17.5207595879683	18.1082618642258	16.7031773495968	14.7385897167166	16.6681387816213	15.4183783647238	22.0897437695548	15.5040305754004	16.8631577693368	12.3646445290375	15.8405452968524	11.8186354241619	22.5036445116047	14.9602511328885	17.4839049438373	12.4260995056433	15.1335969214466	12.1535889343965	19.2452956190136	14.622250029867	16.3292551069492	14.8432476669703	16.7721206367359	11.8276399696341	13.2895015421751	15.2431449937301	16.6626507941765	15.4973826880724	11.1138648115164	12.6998550061923	12.1012174230916	13.5452003914648	21.5455444572768	2.70358680765924	-0.233399826552655	-2.58841905215559
"10"	18.4296218248179	15.9487727952738	11.3012622833208	13.5754586474597	16.4500853888086	5.43192173688331	5.73867942799695	13.7171138072819	5.61992725536231	14.0884016804619	0.846069454330878	7.34418705224177	7.79004316816285	11.6055510308952	3.93360855129443	6.13553946682541	5.50274281038048	10.8387815944791	16.1179941960046	10.9931265251752	11.8417959275145	16.7578461508317	2.15354502890189	10.4299532166507	14.3056121685447	13.3527944551571	16.6436398123458	13.1340521471577	16.2570429856448	18.9918022324188	15.8313871771576	13.7252740281821	16.4591152338022	15.9333960816476	22.7263948607872	15.1153326344535	15.8053437126257	12.3864216985061	15.4494741927954	13.893886268136	21.3407228998344	15.2437112469163	18.5414185357578	11.7040314214786	15.6728773092595	12.1268569835104	17.4364392264921	15.8765741843579	17.3308416871644	14.8026118092338	17.675808056261	12.7298983387083	13.870286324233	15.2849134489492	17.6695633049433	16.7456909911985	12.1351753704591	12.4458794544239	12.3153241306926	13.199679972566	21.7322716328163	2.93082709381132	0.0154770619740698	-2.1991881345515
