"nnitro"	"Confirmed"
"noxy"	"Confirmed"
"nphos"	"Rejected"
"nring"	"Rejected"
"nrot"	"Confirmed"
"nsb"	"Confirmed"
"nsulph"	"Confirmed"
"nta"	"Confirmed"
"ntb"	"Rejected"
"phi"	"Confirmed"
"slogPVSA0"	"Confirmed"
"slogPVSA1"	"Confirmed"
"slogPVSA10"	"Confirmed"
"slogPVSA11"	"Confirmed"
"slogPVSA2"	"Confirmed"
"slogPVSA3"	"Confirmed"
"slogPVSA4"	"Confirmed"
"slogPVSA5"	"Confirmed"
"slogPVSA6"	"Rejected"
"slogPVSA7"	"Confirmed"
"slogPVSA8"	"Rejected"
"slogPVSA9"	"Confirmed"
