foodb_id	smiles	applicability_domain	bitter_prob	sweet_prob
FOODB_FDB015911	CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)=O)C(C)(C)C6CCC5(C)C3(C)CC4O)OC(C)C(OC(C)=O)C2OC2OC(CO)C(O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C(OC2OC(CO)C(O)C(O)C2O)C1O	True	0.33666666666666667	0.9852455179472195
FOODB_FDB024514	[H][C@](CO)(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCC=CCC=CCC=CCC=CCCCCC	True	0.4800470219435737	0.009158692957530145
FOODB_FDB024272	[H][C@](CO)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	True	0.39504702194357366	0.011299914080679535
FOODB_FDB022603	OC(=O)C(=O)CS([O-])=O	True	0.2892059929452698	0.8793102589107658
FOODB_FDB019695	C1CN=C(C1)C1=CC=CO1	True	0.4943152497217196	0.8136387758713072
FOODB_FDB026465	[H][C@@](COC(=O)CCCCCCCCCC=CCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC	True	0.6066666666666667	0.005612211249149624
FOODB_FDB029756	COC(=O)\C=C\C1=CC=CC=C1	True	0.044297769965819175	0.9066955767079264
FOODB_FDB017860	COC1=C(O)C=C(C=C1)C1=COC2=C(C(O)=C(CC=C(C)C)C(O)=C2)C1=O	True	0.7983333333333333	0.01001268955450605
FOODB_FDB031119	CC(C)CCCC(C)CCCC(C)CCCC(C)=CCOP([O-])([O-])=O	True	0.7764473684210526	0.19559064987984118
FOODB_FDB008798	COC(=O)C(=C/C1=C(C(O)=O)C23CCCC(C)(C)C2C(OC3=O)C1=O)\C(C)C	True	0.8116666666666666	0.1240575581856755
FOODB_FDB030207	CCCCCCCCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCC=CCCCCCCCC	True	0.5783333333333334	0.018988603407669957
FOODB_FDB028448	CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@]5(C[C@H](O)[C@@H](NC(C)=O)C(O5)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]4O)[C@H]3CC(C)=O)[C@H](O[C@@]3(C[C@H](O)[C@@H](NC(C)=O)C(O3)[C@H](O)[C@H](O)CO)C(O)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCC	True	0.5016666666666667	0.7285976718667087
FOODB_FDB020014	COC1=C(O)C=C(C=C1O)C(=O)O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1	True	0.775	0.30035197130709446
FOODB_FDB019681	CC(=O)C1=C(C)N=C(C)C=N1	True	0.5260505902483485	0.2749144045701714
FOODB_FDB026471	[H][C@@](COC(=O)CCCCCCCCCC=CCCCCCCCC)(COP(O)(=O)OCCN)OC=CCCCCCCCCC=CCCCCCC	True	0.575	0.0026450833665345097
FOODB_FDB017874	CC(C)C(=C)CC(O)C(C)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C	True	0.9233333333333333	0.027444824275971027
FOODB_FDB029742	C12C3C4C1=C1C2C3=C41	True	0.5632777777777778	0.0002521976962781668
FOODB_FDB019859	NC(C=O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO.NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C1O	True	0.385	0.34588482565426193
FOODB_FDB030213	CCCCCCCCCCCCC=CCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP([O-])(=O)OCC(O)CO	True	0.6050470219435737	0.02132725350919854
FOODB_FDB020000	OCC1OC(CO)(OCC2OC(CO)(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O	True	0.16	0.8503373285315112
FOODB_FDB023509	[H][C@@](O)(CO)[C@@]([H])(O)C1O[C@@](C[C@]([H])(O)[C@@]1([H])NC(C)=O)(O[C@]([H])(CO)[C@@]([H])(O)C1O[C@@](C[C@]([H])(O)[C@@]1([H])NC(C)=O)(O[C@@]1([H])[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)C(O)[C@]([H])(OC[C@]([H])(NC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)[C@]([H])(O)C=CCCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O)C(O)=O)C(O)=O	True	0.49333333333333335	0.6906526817720435
FOODB_FDB024266	[H][C@](CO)(COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC	True	0.46171368861024037	0.009732958300251136
FOODB_FDB025178	[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC=CCC=CCCCCC	True	0.5716666666666667	8.658630954052349e-06
FOODB_FDB022171	CC(C)CC(O)C(O)=O	True	0.3291031592731499	0.6097298517013575
FOODB_FDB015905	OCC1OC(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C(O)C1O	True	0.6726031377209861	0.16818418783803493
FOODB_FDB024500	[H][C@](CO)(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCC=CCC=CCC=CCCCCC	True	0.5167136886102404	0.018140513910723296
FOODB_FDB020766	CC(C)=C(C=O)C1=CC=CO1	True	0.21355056332659378	0.539185016757175
FOODB_FDB001970	COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1	True	0.8366666666666667	0.0025019638468672142
FOODB_FDB027009	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@@]1([H])C(O)C(O)C(O)[C@@]([H])(O)C1O)OC(=O)CCC=CCC=CCC=CCC=CCC=CCCCCC	True	0.5633333333333334	0.8716534478374273
FOODB_FDB030575	OC(=O)C1CSC(CC2=CNC3=CC=C(O)C=C23)N1	True	0.5109022405374991	0.014442940403815462
FOODB_FDB026317	[H][C@@](COC(=O)CCCCC=CCC=CCC=CCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCC=CCC=CCC=CCCCCC	True	0.6566666666666666	0.01573845043337304
FOODB_FDB029024	[H][C@](N)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCCCC)C(O)=O	True	0.6766666666666666	0.0939265599067155
FOODB_FDB021478	OCC1COC(CC2=CC=CC=C2)O1	True	0.33141878749684645	0.5400765850189079
FOODB_FDB002289	CCC(=O)OC(C)(CCC=C(C)C)C=C	True	0.05060339502909163	0.9697922951035954
FOODB_FDB022159	CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C(CCC(O)=O)=C3C	True	0.7566666666666667	1.62460498300993e-06
FOODB_FDB025636	CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP([O-])(=O)OCC[N+](C)(C)C	True	0.5733333333333334	2.078239476333539e-05
FOODB_FDB013384	[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O	True	0.44	1.5216351945612352e-05
FOODB_FDB024528	[H][C@](CO)(COC(=O)CCCCC=CCC=CCC=CCC=CCC)OC(=O)CCCCCCCC=CCC=CCCCCC	True	0.5150470219435737	0.01757122696328893
