flavordb_id	smiles	applicability_domain	bitter_prob	sweet_prob
7583	C1=CC=C(C=C1)OC2=CC=CC=C2	True	0.516086934739389	0.7812617975326659
8868	CCOC(=O)CC(=O)C	True	0.024465847149070147	0.9846118130594099
10867438	CC1(C2CCC3(C2)C(C1=C)CCC3=O)C	True	0.5778126293995861	0.09357218658306056
5365706	CCC=CCC=CCCO	True	0.11863756416039964	0.7891555279766003
61989	CC(=O)CCSCCC(=O)C	True	0.27451473613645044	0.9831814848834541
98492	CCCCCOC(=O)CC1=CC=CC=C1	True	0.028542584348814966	0.9493087938763844
5364430	CCCCCCCCC=CCCCCCCCC(=O)OCC	True	0.6757283636626513	0.43129054189158
21918450	CCCCC(CC)CCC=O	True	0.24540810626659995	0.5229099834986769
8698	CCCCOC(=O)C1=CC=CC=C1	True	0.024669256438853433	0.9538563122889265
5365909	CCC=C(C)C(=O)O	True	0.06471461484201568	0.9638372599729911
22873	CCCCCCOC(=O)CCCCC	True	0.0144745396248165	0.8944365039467235
5358336	CCCCC=CC(C)O	True	0.16402674530503364	0.9484307329780253
6435835	CCCCCC(=CC1=CC=CC=C1)COC(=O)CC(C)C	True	0.3098358725564977	0.9299636689010019
8129	CCCCCCCO	True	0.2740897797005312	0.9366807443028122
61976	CC1=NC=C(S1)OC	True	0.515474932257132	0.8355680674507036
5284507	CC(=CCCC(=CCCC(C)(C=C)O)C)C	True	0.08272603350654585	0.9189613087910632
5363388	CCC=CCCOC(=O)C	True	0.009662447112190225	0.944858675977712
8883	CC(C)(C#CC(C)(C)O)O	True	0.3481232119032591	0.9402089984291839
89560	CCCCCCC(C=C)O	True	0.14680360255645944	0.9655557009070223
170833	CC1CCC(C(C1)O)C(=C)C	True	0.1926796374434101	0.6027448679730679
7781	CCC(=O)OCCC(C)CCCC(=C)C	True	0.2008960588605777	0.8372852980021099
670	C(C(=O)CO)O	True	0.06620888634938843	0.7123309390217833
25311	CCCCCCCCCCCCC=O	True	0.6912499967249415	0.4077852727696318
7795	CCCC(=O)OCCC(C)C	True	0.024902712540130666	0.9636097329375184
61235	CCCCCCC(=O)CC	True	0.1392975370500138	0.975864079864041
880	CC(=O)C=O	True	0.07709672342653542	0.720844092592666
102916	CCCCC(CC)C(=O)OCC	True	0.034810646774806324	0.9605778092761967
12581	C1=CC=C(C=C1)CCC#N	True	0.4632665129186108	0.9397605547524724
6429039	CC(C)CC(=O)OCC=C(C)CCC=C(C)C	True	0.436630396795431	0.8367875051588775
1549018	CCC=CCC1=C(CCC1=O)C	True	0.5488929665838846	0.9677930432393186
61209	CC1CCC(=O)C1=O	True	0.04760998873731736	0.9327408059193047
5270647	CCCOC(=O)C=CC1=CC=CC=C1	True	0.027168128070635605	0.9051426604079305
65084	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O	True	0.8856188178927182	0.4425802828925006
11469606	CCC=CCCC=CC(=O)NC1CC1	True	0.3009763226613799	0.9350798732434924
7742	CCCC1CCC(=O)O1	True	0.027453187582165903	0.9760660450346733
88454	CCCCCCOC(=O)CC	True	0.029906077753163167	0.9903700089955282
8471	CCN(CC)CC	True	0.6417708333333333	0.0017582212450148794
61590	CCC(=O)CC(=O)C(=O)OCC	True	0.12137884499895342	0.9800516423111817
6448	CC(=O)OC1CC2CCC1(C2(C)C)C	True	0.3163372999297122	0.3718365097055802
12230	CCSC	True	0.18968458781362008	0.7942347383211783
10341	C1C=CC(=O)O1	True	0.25397803420052045	0.4848307332919642
16724	CC1=CCC(CC1=O)C(=C)C	True	0.09867847558265758	0.7044073860241442
44338426	C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O	True	0.5898566280191525	0.4813523026583155
75320	CCCCCCCCCC(=O)OCCC(C)C	True	0.1647061903519572	0.8276832221436448
7193	CC(C)CCOC(=O)C1=CC=CC=C1	True	0.021048448392611482	0.861386795057773
31210	CCCCOC(=O)CC1=CC=CC=C1	True	0.015599895717567461	0.9694694796470346
61341	C1=CC=C2C(=C1)C=C(O2)C=O	True	0.8741337726521976	0.20031398080746315
7187	C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2	True	0.17039498061009464	0.23933565206880475
70264	COC1=CCCCC1	True	0.2854914124993188	0.9238467157723528
5960	C(C(C(=O)O)N)C(=O)O	True	0.09377071537470469	0.9886337646674108
62106	CC1=CC(=C(O1)C)SC(=O)C2=CC=CO2	True	0.41125820303301525	0.5680746608036997
2969	CCCCCCCCCC(=O)O	True	0.15391607660856496	0.8693271563729017
5364752	CCC=CC=O	True	0.04595997443108358	0.9651714726179135
6428535	CC1=CC2C(CC1)C(=CCCC2(C)C)C	True	0.4019023268398268	0.08159499188617518
36225	CCC1=CN=C(C(=N1)C)CC	True	0.47733465574952544	0.29927536023926765
7150	COC(=O)C1=CC=CC=C1	True	0.12944308385996103	0.8301101138379652
524461	CC(=C)C1CCC(=C)C(C1)OC(=O)C	True	0.05327243410139084	0.34590214755916426
12344	CC(C)CCCC(=O)O	True	0.12075373604135152	0.8232355394139653
6514	C(CS)C(=O)O	True	0.2260800160971308	0.9843647917201602
246929	CCOC(=O)C(CC1=CC=CC=C1)C(=O)C	True	0.19858109354527756	0.8480900625657309
5364578	CCCC=CC(=O)C	True	0.0478599433731406	0.9641596540211235
21159448	CCOC(=O)CCC=CCC=C	True	0.058690164283831434	0.9498092489495529
5352974	CCCCC(=O)OCC=CCCC	True	0.0077906569279251854	0.9472672801612787
98280	C=CCSCC(C(=O)O)N	True	0.28467213276259845	0.9632724736089954
235284	CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C	True	0.985	0.03391818274556092
5363203	CCCCC=CCOC(=O)C	True	0.03810476517134299	0.9587519654874693
539829	CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC	True	0.06591166371846795	0.7207479922608812
12813	CCCCCCC1CCC(=O)O1	True	0.01919235434595611	0.9755221715653936
14286	CC(=O)C1=CC=CC=N1	True	0.6173499184994662	0.4023032580094773
6919	C1=COC(=C1)C(=O)O	True	0.21454971690339836	0.4207029560961073
11467	CC(=C1CCC(CC1)(C)O)C	True	0.17944869745347244	0.6089112221621646
17016	CC1=C(C(=C(C=C1)C)O)C	True	0.2437913485396462	0.7858409774426124
53654	CC1N=C(CO1)C	True	0.5007477570861736	0.5959235179485808
6428938	CC(CC(=O)C)SC	True	0.11793919808046316	0.9990973214518436
86733	CC1COC(O1)CC(C)C	True	0.18857929850085553	0.8603010537393129
10037	C=C=C	True	0.461111111111111	0.0022619458754677122
5283308	CC=CCCC=O	True	0.02518130906428828	0.972054411843777
12146	CC(=O)OC1CCCCC1	True	0.02529267738692796	0.9442167584760052
8049	CCOC(=O)CCCCCCCCC(=O)OCC	True	0.30679732064951104	0.261001368079192
574068	CC1=C(OC(=N1)CC(C)C)C	True	0.3857908960530575	0.47794296793120566
82227	CC1=CCC2CC1C2(C)C	True	0.4367079124579126	0.17928212443394334
605629	CC(C)(C)C1=CC=C(C=C1)CC(=O)OC	True	0.12583967518248496	0.7859856650346564
10857465	CC1(CCCC2(C1CCC3(C2CCO3)C)C)C	True	0.5620433826562641	0.4914029949929859
6386721	CCC(=O)OCC=CC=CC	True	0.03752070450252871	0.9836876070961428
8048	CCCCCCCCCC(=O)OCC	True	0.01909469324864652	0.9579562519489719
5364586	CCCCC=CC=CCO	True	0.0978064793195123	0.9482122071448824
24393	[O-]S(=O)(=O)[O-].[Fe+2]	True	0.7508771367521367	3.2657272697214656e-11
7409	CC(C1=CC=CC=C1)O	True	0.20829026091497072	0.6835569901416277
15600	CCCCCCCCCC	True	0.42297068811687416	0.6103213731277028
10778	CC1=CC=CC=C1OC(=O)C	True	0.10185645687416184	0.9171571892171518
5283321	CCC=CC=CC=O	True	0.02715291022399769	0.9494910626171974
1042026	COC1=C(C=C(C=C1)CCNC(=O)C=CC2=CC(=C(C=C2)OC)OC)OC	True	0.7207976198113812	0.05775448476711276
8712	CC1=CC=CC=C1S	True	0.5529330562554529	0.29507078238496365
5281522	CC1=CCCC(=C)C2CC(C2CC1)(C)C	True	0.41074702380952377	0.2816906073845253
15172	CC(C=CC1=CC=CC=C1)O	True	0.10753107194608115	0.9236718855240377
5283335	CCCCCCC=CC=O	True	0.10889751150617238	0.8601457426072102
71586811	C1C2C1C(=O)OC3=CC=CC=C23	True	0.3871208600525981	0.973155424790181
7353	CCCCOC(=O)C(C)C	True	0.0493577638799064	0.9869118942891871
8060	CCCCCN	True	0.5105657886056334	0.9522048938755963
441005	CC1=CC2C(CCC(=C2CC1)C)C(C)C	True	0.42276930708180704	0.053175157132913396
5366352	CCC=CCCOC(C)OCC	True	0.059724772461695774	0.8007708839078849
5369061	CCCC=CC(=O)CC	True	0.06806988141967577	0.9751066890730271
443160	CC1=CCC(C=C1)C(C)C	True	0.4902710568252842	0.33003683686344415
53472027	CCC(C)C(C(=O)OC)N.Cl	True	0.38490282272145737	0.737306156873773
261	CCCC=O	True	0.13679841880763985	0.9958192504144652
5284499	CCCCCCCCC=CCCCCCCCCO	True	0.6838825204600752	0.08306649490021524
6930	CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C	True	0.529351132393752	0.9775106124967953
61156	C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	True	0.5196153846153846	0.07790382761644772
29933357	CCC(=O)OCCC1=C(N=CS1)C	True	0.3687943821204768	0.9685718748467674
101365	CCOC(=O)C1=CC=CC=C1NC	True	0.2665949886898401	0.48017456805162745
6501	CCOC(=O)C1C(O1)(C)C2=CC=CC=C2	True	0.0635636629394124	0.7750247592671993
6267	C(C(C(=O)O)N)C(=O)N	True	0.021310719656467237	0.9627773243281871
936	C1=CC(=CN=C1)C(=O)N	True	0.6545589179116637	0.4596482966985642
520148	CCC(C)C(=O)OCCC1=CC=CC=C1	True	0.013624182605286356	0.94756510229026
11969488	CCC=CCCC1CCCC(=O)O1	True	0.01569446078451779	0.9479940689901727
116625	CCCCCCCCCCCC=CC=O	True	0.3532303898312917	0.4809263376934464
24832089	CC1=C(C=CO1)SSSSC2=C(OC=C2)C	True	0.49459200429984906	0.023119917020652348
7151	COC(=O)C1=CN=CC=C1	True	0.38174117291473053	0.4495845094875164
122594	CCCC1=NC=C(N=C1C)C	True	0.49879164522380215	0.2371566793237972
81263	CC(CCCC(=C)C)CCO	True	0.3879546823015336	0.42457854087626284
251529	CC(=CCCC(C)(C=C)OC(=O)CC1=CC=CC=C1)C	True	0.20892522979604372	0.9696504041304854
12386	CCCCSSCCCC	True	0.4713521096905662	0.7021531301184561
62661	CC(C)CC(CC1=CC=CC=C1)O	True	0.16485869365886824	0.8323634677120584
5961	C(CC(=O)N)C(C(=O)O)N	True	0.0382809978417547	0.5972074363339269
31211	CC(=O)CCC1=CC(=C(C=C1)O)OC	True	0.06704220633240034	0.6997186884274709
6437428	CC(=CCCC(=CCC1CCCC1=O)C)C	True	0.2411531780466701	0.8464334373936024
88290	CC(=O)CC(C)(C)S	True	0.20069382474936923	0.97451842401881
73750	CC(=O)SC	True	0.22672022553503623	0.9469794053558455
57358374	CC1C(OC(O1)C2=CC(=C(C=C2)O)OC)C	True	0.1620776386110255	0.28744815557770736
23341028	CC(C)C1CCC(CC1=O)(C)S	True	0.22255316276276743	0.38564100029123294
11253924	CC(=CCCC(=CCOC(=O)C1=CC=CC=C1)C)C	True	0.179328138654514	0.8707839087927026
9020	C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+]	True	0.38973695418628285	0.07598774947425503
34590	CC(C)C1=NC=CN=C1	True	0.6153783528975437	0.27405280619717437
4276	COC1=CC(=CC2=C1OCO2)CC=C	True	0.33868576686168567	0.524346826615999
10340	C(=O)([O-])[O-].[Na+].[Na+]	True	0.3565199106449107	1.36334061953695e-07
