drugbank_id	smiles	DRUG_GROUPS	applicability_domain	bitter_prob	sweet_prob
DB00006	CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O	approved; investigational	True	0.7033333333333334	0.9931468833148008
DB00014	CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O	approved	True	0.6883333333333334	0.031170516244816506
DB00027	CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCCO	approved	True	0.6583333333333333	6.386707297890898e-08
DB00035	NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O	approved	True	0.6533333333333333	0.00039396433980366157
DB00050	CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	approved; investigational	True	0.695	0.0014935227803439593
DB00080	CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)C2=C(N)C=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@H](C)CC(O)=O	approved; investigational	True	0.6516666666666666	0.9935100762950385
DB00091	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C	approved; investigational; vet_approved	True	0.6566666666666666	0.00021511255032905131
DB00093	NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O	approved	True	0.6433333333333333	0.0034898072515245557
DB00104	[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O	approved; investigational	True	0.6616666666666666	0.027871102182733924
DB00106	CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	approved; investigational; withdrawn	True	0.695	0.31170932284079167
DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O	approved; investigational; nutraceutical	True	0.4775537662789768	0.12493430075573041
DB00116	NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1	nutraceutical	True	0.695138888888889	0.03243118128490551
DB00117	N[C@@H](CC1=CN=CN1)C(O)=O	approved; nutraceutical	True	0.8063344178447557	0.48798244807270247
DB00118	[H][C@](N)(CC[S+](C)C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C([O-])=O	approved; investigational; nutraceutical	True	0.7281944444444445	0.0013862089119942153
DB00119	CC(=O)C(O)=O	approved; investigational; nutraceutical	True	0.05178985900858985	0.623880578805767
DB00120	N[C@@H](CC1=CC=CC=C1)C(O)=O	approved; investigational; nutraceutical	True	0.7016189686108808	0.6849904513504429
DB00121	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2	approved; investigational; nutraceutical	True	0.43062130640740576	0.6271494659531529
DB00122	C[N+](C)(C)CCO	approved; nutraceutical	True	0.4713279420934316	0.007854547830955183
DB00123	NCCCC[C@H](N)C(O)=O	approved; nutraceutical	True	0.28828836539466884	0.2525579488132524
DB00125	N[C@@H](CCCNC(N)=N)C(O)=O	approved; nutraceutical	True	0.2270622339011904	0.03707327912002163
DB00126	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO	approved; nutraceutical	True	0.165483933603832	0.9894889723356864
DB00127	NCCCNCCCCNCCCN	approved; nutraceutical	True	0.5931657958899338	0.00029206745677911493
DB00128	N[C@@H](CC(O)=O)C(O)=O	approved; nutraceutical	True	0.09377071537470469	0.9886337646674108
DB00129	NCCC[C@H](N)C(O)=O	approved; nutraceutical	True	0.13636306225725378	0.4059591652186507
DB00130	N[C@@H](CCC(N)=O)C(O)=O	approved; investigational; nutraceutical	True	0.0382809978417547	0.5972074363339269
DB00131	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1	approved; investigational; nutraceutical	True	0.2633333333333333	0.10115007049156953
DB00132	CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O	approved; nutraceutical	True	0.9604014598540145	0.22370293168373298
DB00133	N[C@@H](CO)C(O)=O	approved; nutraceutical	True	0.07588600903292558	0.8782519254925385
DB00134	CSCC[C@H](N)C(O)=O	approved; nutraceutical	True	0.11810817187052043	0.9416632416281606
DB00135	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	approved; investigational; nutraceutical	True	0.2824536343059974	0.6137563603626559
DB00136	C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C	approved; nutraceutical	True	0.7575	0.5054227661226378
DB00137	C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C	approved; investigational; nutraceutical	True	0.695	0.9275355400169788
DB00138	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	approved; nutraceutical	True	0.3228138580031888	0.17618550779920344
DB00139	OC(=O)CCC(O)=O	approved; nutraceutical	True	0.15110299945380978	0.973004163377716
DB00140	CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1	approved; investigational; nutraceutical; vet_approved	True	0.9733333333333334	2.1637588658946928e-05
DB00141	[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO	approved; investigational; nutraceutical	True	0.056228475765377726	0.7149961545340554
DB00142	N[C@@H](CCC(O)=O)C(O)=O	approved; nutraceutical	True	0.09553210452913027	0.8730470881735087
DB00143	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O	approved; investigational; nutraceutical	True	0.2372171472732135	0.6169763275282977
DB00144	CCCC(=O)O[C@H](COC(=O)CC)COP(O)(=O)OC[C@H](N)C(O)=O	approved; investigational; nutraceutical	True	0.4852674868464936	0.9210660004354896
DB00145	NCC(O)=O	approved; nutraceutical; vet_approved	True	0.07725579107190046	0.9338494800885038
DB00146	C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	approved; nutraceutical	True	0.75	0.4214104688492317
DB00147	CC1=NC=C(CO)C(C=O)=C1O	approved; nutraceutical	True	0.3889732939310126	0.24328679202387732
DB00148	CN(CC(O)=O)C(N)=N	approved; investigational; nutraceutical	True	0.274582687346515	0.11895369152383006
DB00149	CC(C)C[C@H](N)C(O)=O	approved; nutraceutical	True	0.9058493782739775	0.7192782377880863
DB00150	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O	approved; nutraceutical; withdrawn	True	0.8035960649821309	0.015194642838751429
DB00151	N[C@@H](CS)C(O)=O	approved; nutraceutical	True	0.2757716055564919	0.909079046188029
DB00152	CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N	approved; investigational; nutraceutical; vet_approved	True	0.9186738327649177	0.15237434806338565
DB00153	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	approved; nutraceutical	True	0.755	0.3257912890270098
DB00154	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O	approved; investigational; nutraceutical	True	0.9066666666666666	0.17049294553784683
DB00155	N[C@@H](CCCNC(N)=O)C(O)=O	approved; investigational; nutraceutical	True	0.20659818065917895	0.2839463278006921
DB00156	C[C@@H](O)[C@H](N)C(O)=O	approved; nutraceutical	True	0.022387663322806627	0.8407511951158639
DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O	approved; nutraceutical	True	0.7583333333333333	5.953206572885367e-07
DB00158	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1	approved; nutraceutical; vet_approved	True	0.6784722222222221	0.01134292129463108
DB00159	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	approved; nutraceutical	True	0.8733333333333333	0.21734289277565175
DB00160	C[C@H](N)C(O)=O	approved; nutraceutical	True	0.29012699875956943	0.9167325236217773
DB00161	CC(C)[C@H](N)C(O)=O	approved; nutraceutical	True	0.2443386069750117	0.9079480201392054
DB00162	C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	approved; nutraceutical; vet_approved	True	0.6342546103959686	0.8879327331583073
DB00163	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C	approved; nutraceutical; vet_approved	True	0.7316666666666667	0.953990266420549
DB00165	CC1=C(O)C(CO)=C(CO)C=N1	approved; investigational; nutraceutical; vet_approved	True	0.386516358840328	0.2922110932268522
DB00166	OC(=O)CCCC[C@@H]1CCSS1	approved; investigational; nutraceutical	True	0.2892891929710439	0.997302687098578
DB00167	CC[C@H](C)[C@H](N)C(O)=O	approved; investigational; nutraceutical	True	0.9033114715896379	0.8754229375688887
DB00168	COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O	approved; nutraceutical	True	0.005086558237578804	0.880932734948565
DB00169	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	approved; nutraceutical	True	0.75	0.34423062705950125
DB00170	CC1=CC(=O)C2=CC=CC=C2C1=O	approved; nutraceutical	True	0.500101944078444	0.7787676849273935
DB00171	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	investigational; nutraceutical	True	0.6225	1.3404421428093619e-08
DB00172	OC(=O)[C@@H]1CCCN1	approved; nutraceutical	True	0.050177645925295195	0.7162544643936571
DB00173	NC1=C2NC=NC2=NC=N1	approved; nutraceutical	True	0.6210294117647059	0.11745667663654696
DB00174	N[C@@H](CC(N)=O)C(O)=O	approved; investigational; nutraceutical	True	0.021310719656467237	0.9627773243281871
DB00175	[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC	approved	True	0.8712820512820512	0.42569919123450956
DB00176	COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F	approved; investigational	True	0.4891569901510892	0.037697397007526626
DB00177	CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O	approved; investigational	True	0.8556140350877193	0.000249354080936227
DB00178	[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC	approved	True	0.9033333333333333	0.08776989299370319
DB00179	C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1	approved; investigational	True	0.47501547332575345	0.06096801842063737
DB00180	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO	approved; investigational	True	0.95	0.01755792197735173
DB00181	NCC(CC(O)=O)C1=CC=C(Cl)C=C1	approved	True	0.36004213615218	0.5102868368309168
DB00182	CC(N)CC1=CC=CC=C1	approved; illicit; investigational	True	0.5259248033174811	0.7977016020468776
DB00183	CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O	approved	True	0.72	0.8872174492430598
DB00184	CN1CCC[C@H]1C1=CN=CC=C1	approved	True	0.9437332281571632	0.0016701583333514403
DB00185	CC1O[C@@]2(CS1)CN1CCC2CC1	approved	True	0.5589215638492375	0.0038759538138429047
DB00186	OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2	approved	True	0.4985517676767677	0.03957126741588483
DB00187	COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1	approved	True	0.5130063906609462	0.08759153030683418
DB00188	CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O	approved; investigational	True	0.6983333333333334	0.002246735318956644
DB00189	[H]C(Cl)=CC(O)(CC)C#C	approved; illicit; withdrawn	True	0.3136930524583869	0.9968591818922606
DB00190	C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O	approved	True	0.4004721319723592	0.31310652916844184
DB00191	CC(C)(N)CC1=CC=CC=C1	approved; illicit	True	0.5977451043353561	0.7184596158392792
DB00192	CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12	approved	True	0.7166666666666667	0.2462633675437783
DB00193	COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C	approved; investigational	True	0.7243654247383282	0.003720928172375926
DB00194	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	approved; investigational	True	0.5451	0.038654324830674366
DB00195	CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1	approved; investigational	True	0.6938027777777778	0.2685695105338706
DB00196	OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1	approved; investigational	True	0.6895815373563218	8.294880936518371e-07
DB00197	CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O	investigational; withdrawn	True	0.8012820512820513	0.11269797331108442
DB00198	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	approved	True	0.4452944373666231	0.6421873800271759
DB00199	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	approved; investigational; vet_approved	True	0.9433333333333334	0.002754271415575081
DB00201	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	approved	True	0.945	1.2210174935129184e-05
DB00202	C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C	approved	True	0.6016917411418579	0.3083737646240537
DB00203	CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1	approved; investigational	True	0.8683333333333333	3.7529095565023317e-06
DB00204	CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	approved; investigational	True	0.8290850815850817	0.008022693527430505
DB00205	CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1	approved; investigational; vet_approved	True	0.6593700736320733	0.006435296140029638
DB00206	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2	approved; investigational	True	0.8933333333333333	0.00012984920772841877
DB00207	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	approved	True	0.8416666666666667	0.0017939737907351173
DB00208	ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2	approved	True	0.621931179844375	0.0009559856833617693
DB00209	[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	approved	True	0.8416666666666667	6.200591754958663e-08
DB00210	COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2	approved	True	0.8066666666666666	0.4193371932193369
DB00211	COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1	approved	True	0.3131412775754315	0.47412391496063144
DB00212	[H][C@@](CC1=CC=CC=C1)(CS(=O)(=O)C(C)(C)C)C(O)=N[C@@]([H])(CC1=CN=CN1)C(O)=N[C@@]([H])(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)C1CC1	approved	True	0.8016666666666666	0.06114323403913549
DB00213	COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1	approved	True	0.8708644859813084	0.12526985919817943
DB00214	CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1	approved	True	0.6777777777777777	0.0012420253641397402
DB00215	CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1	approved	True	0.7564870509607351	0.05194498452888011
DB00216	CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2	approved; investigational	True	0.82125	0.0008752981334209671
DB00217	CN\C(NCC1=CC=CC=C1)=N/C	approved	True	0.6290081004955617	0.7246629020953074
DB00218	[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	approved; investigational	True	0.9366666666666666	1.384667272478568e-06
DB00219	CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	approved	True	0.8650837320574162	1.1903528270984477e-05
DB00220	[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C	approved	True	0.8233333333333334	0.018869208434465972
DB00221	CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1	approved	True	0.3684194200722502	0.13068763178367826
DB00222	[H][C@]1(C)CC[C@@]([H])(CC1)N=C(O)NS(=O)(=O)C1=CC=C(CCN=C(O)N2CC(C)=C(CC)C2=O)C=C1	approved	True	0.9166666666666666	0.0010592337693484783
DB00223	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	approved	True	0.9333333333333333	0.00022184414975610467
DB00224	CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12	approved	True	0.7816666666666666	0.0017912675555536261
DB00226	NC(N)=NCC1COC2(CCCCC2)O1	approved	True	0.4249169444653814	0.2765081239246444
DB00227	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC	approved; investigational	True	0.8539473684210526	0.16053571481070691
DB00228	FC(F)OC(F)(F)C(F)Cl	approved; investigational; vet_approved	True	0.3935011259175622	0.9308369362620458
DB00229	[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O	approved; investigational	True	0.8316666666666667	0.0005091205092515917
DB00230	CC(C)C[C@H](CN)CC(O)=O	approved; illicit; investigational	True	0.4036923284607539	0.4677570469824442
DB00231	CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1	approved; investigational	True	0.5568838083959051	0.0017563999459347167
DB00232	CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O	approved	True	0.24694444444444447	0.0019866661987181598
DB00233	NC1=CC(O)=C(C=C1)C(O)=O	approved	True	0.41518760272244826	0.09612072805574866
DB00234	[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1	approved; investigational	True	0.6254336985035863	0.09392629216097799
DB00235	CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1	approved	True	0.7054715769729694	0.03183942641183635
DB00236	BrCCC(=O)N1CCN(CC1)C(=O)CCBr	approved	True	0.6015861809560282	3.855009262397422e-05
DB00237	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	approved; illicit	True	0.8909191919191919	0.21576910331285185
DB00238	CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1	approved	True	0.6894729146933035	0.003853595731682531
DB00239	ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1	approved	True	0.7533333333333333	9.174770703671589e-05
DB00240	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C	approved	True	0.9566666666666667	0.013789879904707857
DB00241	CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O	approved; illicit	True	0.9584640359640361	0.04053078720491725
DB00242	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1	approved; investigational	True	0.5801768583571862	0.04053489304708783
DB00243	COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1	approved; investigational	True	0.905	0.000272972196936359
DB00244	NC1=CC(C(O)=O)=C(O)C=C1	approved	True	0.39927983739204553	0.14681001331534776
DB00245	[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C	approved	True	0.8087570028011205	0.0402767170817217
DB00246	ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1	approved	True	0.8379166666666666	0.00017335036273550804
DB00247	[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO	approved	True	0.8489473684210526	7.063474839516721e-05
DB00248	[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC	approved	True	0.8739473684210526	2.827717303426672e-05
DB00249	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O	approved; investigational	True	0.5602369083227	0.0032340556584651375
DB00250	NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1	approved; investigational	True	0.8568266585802864	0.0017369324958701352
DB00251	CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1	approved	True	0.89	9.33116359902059e-07
DB00252	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	approved; vet_approved	True	0.6573966447656654	0.009764972012407818
DB00253	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C	approved	True	0.7972807017543859	0.01859522117041
DB00254	[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O	approved; investigational; vet_approved	True	0.875	0.001929999146958541
DB00255	CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1	approved; investigational	True	0.5244446933260162	0.07846788347450809
DB00256	[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C	approved; investigational	True	0.8383333333333334	0.0019313449599783444
