drugbank_id	smiles	DRUG_GROUPS	applicability_domain	bitter_prob	sweet_prob
DB03688	OCCC(O)=O	experimental	True	0.10458266360131524	0.80966289219777
DB03690	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC	experimental	True	0.6016666666666667	2.7390811572285772e-06
DB03691	[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CCC1=CC=CC=C1)C(=O)NCCC(C)C	experimental	True	0.502948717948718	0.6077833300905202
DB03692	[H][C@](N)(COS(=O)(=O)CCCCCCCCCCCCCCCC)C(O)=O	experimental	True	0.7167136886102403	0.4764366212222671
DB03693	NCCNS(=O)(=O)C1=CC=C(Cl)C2=C1C=NC=C2	experimental	True	0.6271110284391535	0.03670065185000531
DB03694	NC(=S)NC1=CC=CC=C1	experimental	True	0.8736607654088111	0.00607724340364564
DB03695	COC1=CC(CC2=C(C)C3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1	investigational	True	0.7343055555555555	0.037779265378576454
DB03696	[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C	experimental	True	0.765	0.5468712320925045
DB03697	NCCCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O	experimental	True	0.519176881173163	0.02439179232824362
DB03698	[H]\C(C[C@]([H])(CCCCC)SCC=O)=C(\[H])C(=O)SCCN=C(O)CCN[C@]([H])(O)C(=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])([N+]2=CNC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O	experimental	True	0.6766666666666666	1.9123648207505053e-08
DB03699	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O	experimental	True	0.67	2.9852671481335797e-08
DB03700	C[C@@H](O)[C@@H](N)C(O)=O	experimental	True	0.022387663322806627	0.8407511951158639
DB03701	FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1	investigational	True	0.835	1.2048847491372802e-05
DB03702	[H][C@](NC(=O)C1=CC=C(C=C1)C(=O)NCC(O)=O)(C(C)C)C(=O)N1CCC[C@@]1([H])C(O)=N[C@@]([H])(C(C)C)C(=O)C(F)(F)F	experimental	True	0.8233333333333334	0.0039191539739550155
DB03703	OC1CCCCC1	experimental	True	0.3049220809398212	0.9149686709909612
DB03704	OCCCCCCCCCCCC(O)=O	experimental	True	0.2907409868337453	0.09683744774384696
DB03705	CNC1=C(C(=O)NC(N)=N1)[N+]([O-])=O	experimental	True	0.5374951375456694	0.08376460033548565
DB03706	[H][C@](CO)(COC1=CC=C(C=C1)N(=O)=O)SC[C@]([H])(N=C(O)CC[C@]([H])(N)C(O)=O)C(O)=NCC(O)=O	experimental	True	0.7038888888888889	0.11582863716961836
DB03707	CCS\C(N)=N\C1=CC=CC=C1	experimental	True	0.5825192638580936	0.6448921402521798
DB03708	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O	experimental; investigational	True	0.5708333333333333	0.8130581701422083
DB03709	OCCN(CCO)CC(O)=O	experimental	True	0.38752976219178703	0.020425302313526947
DB03710	[H][C@]([NH3+])(CCCNC(=N)CCC)C(O)=O	experimental	True	0.27102330607218156	0.21583590830970778
DB03711	CCC(=O)CCC(C)(C)O	experimental	True	0.24655088164509276	0.6346612219428016
DB03712	[H][C@@](CC1=CC(C(O)=O)=C(CC(O)=O)C=C1)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O	experimental	True	0.8045833333333333	0.018044198626440917
DB03714	[H][C@@](CCC(O)=O)(NC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O)C(N)=O	experimental	True	0.68	0.4786324242720567
DB03716	NC1=C2N=CN([C@@H]3O[C@H](CF)[C@@H](O)[C@H]3O)C2=NC=N1	experimental	True	0.5051058201058201	0.06983425265100938
DB03717	[H][C@@]1(O)CO[C@@]([H])(O[C@]2([H])CCN=C(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O	experimental	True	0.4255007107615191	0.7462389378811863
DB03718	[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2N=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O	experimental	True	0.5084234234234234	0.5576650352743834
DB03719	CCNC(=O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N	experimental	True	0.5926	0.0028396756484273273
DB03720	C\C=C(/N)C(O)=O	experimental	True	0.1938492246960724	0.908466499396244
DB03721	[H][C@]1(O[C@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO	experimental	True	0.29491702772992134	0.47848377293365696
DB03722	CC1=CC=CC2=C1CCNC2=O	experimental	True	0.6071794181637491	0.5702218228872082
DB03723	C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O	experimental	True	0.762948717948718	6.767616053587203e-06
DB03724	[H][C@](C)(O)[C@]([H])(N)C1=NC=CS1	experimental	True	0.477476112498944	0.9667913272176767
DB03725	[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O	experimental	True	0.6516666666666666	1.893625862358347e-10
DB03726	[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=CN=CN=C23)[C@]([H])(O)[C@]1([H])O	experimental	True	0.4419072164948453	0.02959500532110183
DB03727	CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(CCC(O)=O)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(CCC(O)=O)=C4C)/C(CCC(O)=O)=C3C	experimental	True	0.7566666666666667	1.62460498300993e-06
DB03728	OC(=O)C1=CC=C(Cl)C=C1	experimental	True	0.3639887877111971	0.7849721858250477
DB03729	OC1=CC2=C(NC(=N)N2)C=C1	experimental	True	0.6041632864286359	0.0025975275340473967
DB03730	CN1C=NC2=C1[N+](C)=CN=C2N	experimental	True	0.6986904761904762	0.00040210169648375866
DB03731	[H][C@](N)(CSCC[B-](O)(O)O)C(O)=O	experimental	True	0.2903985044442965	0.001945328667082167
DB03732	[H][C@@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C3N=CN3C=CN=C43)[C@]([H])(OP(O)(O)=O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O	experimental	True	0.6866666666666666	3.071164748680992e-10
DB03733	ClCCCl	experimental	True	0.4178611111111112	0.010175901124041587
DB03734	ONC(=O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O	experimental	True	0.19805561090052015	0.8304805664401814
DB03735	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=NC2=C(C)N=CN=C12	experimental	True	0.6695380521402551	0.00882498722959374
DB03736	[H][C@](C)(CC1CC1)C=O	experimental	True	0.1842999658047474	0.9498022218255753
DB03737	[H][C@](C)(O)[C@]([H])(N)[C@]([H])(O)C#CC1=C(F)C=CC2=C1\C(=C\C1=C(OC)C=CN1)C(=O)N2	experimental	True	0.7367845117845118	0.5316275641607345
DB03738	[H]\C(S)=C(/[H])N=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)CO	experimental	True	0.4054950723063158	0.12163624758802595
DB03739	[H][C@@]1(O)C[C@@](O)(C\C(=N/O)[C@@]1([H])O)C(O)=O	experimental	True	0.3486864655507916	0.8767850806959908
DB03740	[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N=C(C)O	experimental	True	0.24000480668345706	0.8697111792402373
DB03741	CC[C@@H](C)C(O)=O	experimental	True	0.013091795963389483	0.9884493304958935
DB03742	[H][C@]1(OC2=C(S[C@]1([H])C1=CC=C(O)C=C1)C=C(O)C=C2)C1=CC=C(OCCN2CCCCC2)C=C1	experimental	True	0.7522807017543859	0.01023561894378414
DB03744	[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2)C(=O)N1CC(C1)C(O)=O	experimental	True	0.7222222222222223	0.0006392993521535826
DB03745	[H][C@@](O)(CO)[C@]([H])(O)[C@]([H])(O)COP(O)(O)=O	experimental	True	0.23869239058364694	0.9905027908803421
DB03746	N[C@H]1C=C(C[C@@H](O)[C@@H]1O)C([O-])=O	experimental	True	0.24539681435988575	0.6912239118875858
DB03747	[H][C@]12O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N=C(C)S2	experimental	True	0.3586926529795065	0.7954828886029488
DB03748	CN([C@H]1CC[C@@H](CC1)C1=CC=C(CN2CCCCC2)C=C1)C(=O)OC1=CC=C(Cl)C=C1	experimental	True	0.84	0.002496746760231416
DB03749	CCC1=C(O)C=C(O)C(=C1)C1=NNC=C1C1=CNC=N1	experimental	True	0.6353359632611104	0.003935013580306994
DB03750	CC(C)CC(O)=O	experimental	True	0.022148323607640567	0.9341384342453923
DB03751	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O	experimental	True	0.7445833333333334	8.45622815984335e-06
DB03752	[H][C@@](C)(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=C(I)S1	experimental	True	0.49887247206445845	0.7024546367946982
DB03753	COC(=O)[C@@H](C)C1=CC=C(C(F)=C1)C1=CC=CC=C1	experimental	True	0.35845385063951146	0.25826208291681924
DB03754	NC(CO)(CO)CO	approved	True	0.301927931929985	0.3353836636865258
DB03755	[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O	experimental	True	0.6383333333333333	2.1596091120648794e-11
DB03756	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O	approved; investigational	True	0.8633333333333333	0.16762325415581805
DB03757	[H][C@@](C)(N=C(O)[C@]([H])(C)N=C(O)OC(C)(C)C)C(O)=N	experimental	True	0.34771911778558495	0.7814845712417016
DB03758	[H]/C1=C([H])\C(=O)CC2=C(C(O)=CC(O)=C2Cl)C(=O)O[C@]([H])(C)C[C@@]2([H])O[C@]2([H])/C([H])=C\1/[H]	experimental	True	0.6205506993006992	0.03585466465013441
DB03759	[O-][N+](=O)C1=C(C=C2NC(=O)C(=O)NC2=C1)[N+]([O-])=O	experimental	True	0.663197770967573	0.0038193478554427655
DB03760	[H][C@](S)(CCS)CCCCC(O)=O	experimental	True	0.2918460430490086	0.8149873235286309
DB03761	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(F)C(O)=NC1=O	experimental	True	0.5169419419419419	0.0819972433454773
DB03763	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)C1=CN(C)C(=O)N=C1O	experimental	True	0.6100084773341288	0.011979433877214805
DB03764	COC1=CC(OO)=CC=C1O	experimental	True	0.2836525437177363	0.860819106160116
DB03765	[H][C@]1(CO)O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(OP(O)(O)=O)[C@]1([H])O	experimental	True	0.5288960835099286	0.0012552133297586564
DB03766	CCC(O)=O	experimental	True	0.054966583914446226	0.8697104012327411
DB03767	[H][C@@](COCC1=CC=CC=C1)(NC(=O)[C@]([H])(CC(C)C)NC(=O)N1CCOCC1)C#N	experimental	True	0.6712820512820513	0.09634386374098623
DB03768	CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1	experimental	True	0.8316666666666667	0.009381858751209574
DB03769	[H][C@@](O)(CN1C=NC2=C(N)N=CN=C12)[C@@]([H])(O)C(O)=O	experimental	True	0.5772768670309655	0.003916410056108506
DB03770	NC(=N)NO	experimental	True	0.3537418183903826	0.8572813697771957
DB03771	CN(CC=C)C\C=C\COC1=CC2=C(C=C1)C(=CO2)C1=CC=C(Br)C=C1	experimental	True	0.825	0.00013471375345712648
DB03772	[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(OCCCCCC)O[C@]1([H])CO	experimental	True	0.26925032190521575	0.8844055956974337
DB03773	[H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	experimental	True	0.02650008538549199	0.8468101215682696
DB03774	[NH3+][C@@H](CCC=O)C(O)=O	experimental	True	0.17031337627913198	0.9769504642064273
DB03775	[H][C@@]1(C)NC(=O)N[C@]1([H])CCCCCC(O)=O	experimental	True	0.29894706407854454	0.45627221384995037
DB03776	C[C@H](O)C=O	experimental	True	0.14335849662066155	0.3063188852530532
DB03777	CN(C)CCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2	experimental	True	0.8316666666666667	5.049277938664164e-08
DB03779	N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O	experimental	True	0.35815888338630764	0.9546236468744717
DB03780	NC1=NC2=CC=CC=C2C(=O)N1	experimental	True	0.6677270373822097	0.00580324983453435
DB03781	[H][C@](C)(OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1)C(O)=O	experimental	True	0.4785517211901299	0.20378742874704203
DB03782	[H]C12CC3([H])CC([H])(C1)CC(C2)(C3)NC(=O)NCC1=CC=C(NC(N)=N)C=C1	experimental	True	0.715	0.07863294676834194
DB03783	CCOC1=CC=C(NC(C)=O)C=C1	withdrawn	True	0.7409974938142484	0.6463263202197176
DB03784	CCCCCCCC\C=C\CCCCCCCC(N)=O	experimental	True	0.7514583333333333	0.14070164809952312
DB03785	[H][C@@](O)(CC[C@@]1([H])[C@@]([H])(C)C=CC2=C[C@]([H])(C)C[C@]([H])(OC(=O)[C@@]([H])(C)CC)[C@]12[H])C[C@@]([H])(O)CC(O)=O	experimental	True	0.8683333333333333	0.3642147049825093
DB03787	CC1=C(O)C(C\N=C2/CON=C2O)=C(COP(O)(O)=O)C=N1	experimental	True	0.561767554479419	0.5618677794833441
DB03788	CC1=CC(OCC(O)=O)=CC(C)=C1CC1=CC=C(O)C(CC2=CC=CC=C2)=C1	experimental	True	0.7140850815850815	0.5673479788617822
DB03789	CN1C=C[NH+]=C1C	experimental	True	0.6776106460395864	0.00223650183638682
DB03790	CS(=O)(=O)CC[C@H](N)C(O)=O	experimental	True	0.28321829856564207	0.5041048447720771
DB03791	OC(=O)CC1=CC(OCCCN(CC(C2=CC=CC=C2)C2=CC=CC=C2)CC2=C(Cl)C(=CC=C2)C(F)(F)F)=CC=C1	experimental	True	0.7883333333333333	2.4869154367241356e-05
DB03792	NC1=CNC(=O)NC1=O	experimental	True	0.5137153400447847	0.09887293809355978
DB03793	OC(=O)C1=CC=CC=C1	approved; investigational	True	0.1338989718843601	0.23350627305389846
DB03794	[H][C@](N)(C(O)=O)C(F)(F)F	experimental	True	0.3456691010574077	0.9672717938719598
DB03795	CC(C)(CO)C(=O)C(O)=O	experimental	True	0.3024987144682169	0.9027889240214375
DB03796	CCCCCCCCCCCCCCCC(O)=O	approved; experimental	True	0.45425367017397417	0.31300122367788774
DB03797	[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(CN)=C3)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O	experimental	True	0.7316666666666667	4.925188073822543e-07
DB03798	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	experimental	True	0.5431546062191224	0.05225489423648639
DB03799	N[C@@H](CCSC(F)(F)F)C(O)=O	experimental	True	0.32000150377539954	0.54251065172235
DB03800	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	experimental	True	0.5569357007464856	0.01118412590465423
DB03801	N[C@@H](CCCCNC(O)=O)C(O)=O	experimental	True	0.24990694618656586	0.341075112040301
DB03802	[H][C@@]12CCCCN1CCN(C2)C1=CC=C(C=C1)[C@@]1([H])N(CCC2=CC(O)=CC=C12)C1=CC=CC=C1	experimental	True	0.8666666666666667	8.443753501375796e-05
DB03803	[H][C@@](O)([C@@]([H])(O)[C@@]([H])(OCC1=CC=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NCC1=CC=CC=N1)[C@@]([H])(OCC1=CC=CC=C1)C(O)=N[C@@]([H])(C(C)C)C(O)=NCC1=CC=CC=N1	experimental	True	0.6766666666666666	0.8181649099469508
DB03804	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CO)N1C=C(C2=CC=C(Br)S2)C(=O)NC1=O	experimental	True	0.6338175675675676	0.00021348504471517538
DB03807	CCOC(=O)C1=C(C)N(N=C1C)C1=C(Cl)C=CC=C1	experimental	True	0.6030324654091188	0.0003272228333210573
DB03808	NC(=N)C1=CC=C(OCCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1	experimental	True	0.7161111111111111	4.384634960012554e-05
DB03809	CCCCN1C(CC2=CC=CC(OC)=C2)=NC2=C(N)N=CN=C12	experimental	True	0.7120833333333333	0.003870606693818563
DB03810	[H][C@@](C)(CC(O)=O)[C@]([H])(N)C(O)=O	experimental	True	0.23689187318688126	0.8342189237399196
DB03811	[H][C@@]([NH3+])(CO)CC1=CN=CN1	experimental	True	0.5057673062824638	0.7858208158227136
DB03812	OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCOP(O)(O)=O)C2=C1NC(=O)NC2=O	experimental	True	0.7096153846153846	0.002852174298495518
DB03813	CCCCCCC\C=C/C(=O)SCCNC(C)=O	experimental	True	0.4322991204902285	0.1536612568540487
DB03814	[O-]S(=O)(=O)CC[NH+]1CCOCC1	experimental	True	0.3901373835176352	0.3165317757030216
DB03815	[H][C@@](C)(O)[C@@]([H])(O)[C@@]([H])(O)[C@]([H])(O)CO	experimental	True	0.049058451202017676	0.71314250751352
DB03816	N[C@@H](CCSC(F)F)C(O)=O	experimental	True	0.23510001068048098	0.8426772810852743
DB03817	NCC[C@H](N)C(O)=O	experimental	True	0.1133383167652857	0.7709007396710829
DB03818	[H][C@@]1(CCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(=O)NCCS	experimental	True	0.7126504811898513	0.03154036128061443
DB03819	ONC(=O)C1=CC=CC=C1O	experimental	True	0.47663354963650695	0.09587260418219526
DB03820	[H][C@@](CCCCC([O-])=N[C@]1([H])C(=O)N2[C@]1([H])SC(C)(C)[C@]2([H])C(O)=O)(N=C(O)CN)C(O)=O	experimental	True	0.6866666666666666	0.8602907016624144
DB03821	[H][C@@](N)(C(O)=O)[C@@]([H])(O)OP(O)(O)=O	experimental	True	0.34162065759396776	0.9994453913373471
DB03822	CCOP(O)(O)=O	experimental	True	0.3134831184304624	0.6118513880214849
DB03823	O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O	experimental; investigational	True	0.8856188178927182	0.4429950490541823
DB03824	IC1=CC2=C(CCNC2)C=C1	experimental	True	0.6041010686438318	0.009742395672129608
DB03825	[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(C3=CC=CC=C3C(=O)OCC)=C2C=C1C	experimental	True	0.8616666666666667	0.0019149211817902454
DB03826	NC1=C(N)C(=O)NC(=O)N1	experimental	True	0.5009915265320392	0.27067446561532926
DB03827	[H][C@](CCP([O-])(=O)OCC[N+](C)(C)C)(COC(=O)CCCCC)OC(=O)CCCCC	experimental	True	0.7816666666666666	8.67958680115084e-05
DB03828	CC1=CC(C=O)=C(OP(O)(O)=O)C(C=O)=C1	experimental	True	0.48913628206545684	0.4741912197421149
DB03829	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)C1=CNC(=O)NC1=O	experimental	True	0.5404141641641642	0.09069046235515592
DB03830	NC1=NC2=NC=C(CNC3=CC=C(C=C3)C(=O)OP(O)(O)=O)N=C2C(=O)N1	experimental	True	0.6433333333333333	0.09108304641019659
DB03831	[H]\C(CCCCCCCC)=C(/[H])CCCCCCCCOC(=O)[C@]([H])(O)CO	experimental	True	0.7900470219435737	0.15831506829946718
DB03832	[H][C@@](CC(O)=O)(C[N+](C)(C)C)OC(=O)CCCCCCC	experimental	True	0.4418422310740531	0.0022546189622560508
DB03833	[H][C@]1(CCCN1)C(=O)C1=NN=C(O1)C(C)(C)C	experimental	True	0.5679607643841454	0.47747149307813597
DB03834	[H]\C(N[C@@]([H])(C(O)=O)[C@](C)(CN1C=CN=N1)S(=O)=O)=C(/[H])C=O	experimental	True	0.5022222222222222	0.0002610967802775899
DB03835	CC(=O)NN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O	experimental	True	0.42551991000779227	0.09284364821715951
DB03836	ClC1=CC(Cl)=CC(Cl)=C1	experimental	True	0.5627498954533838	0.06559460920203704
DB03837	C(C)(C)C[C@H](C(=O)N[C@H](CCC1=CC=CC=C1)\C=C\S(=O)(=O)C1=CC=CC=C1)NC(=O)N1CCOCC1	experimental	True	0.8416666666666667	0.00755239879827323
DB03839	N[C@H](CC1=CC=C(O)C=C1)C(O)=O	experimental	True	0.2824536343059974	0.6137563603626559
DB03840	O.O.[Cu+4].[N-]1C=CN=C1.[N-]1C=CN=C1.[N-]1C=CN=C1.[N-]1C=CN=C1	experimental	True	0.6142333333333334	0.0021149605697245387
DB03841	CC(C)(C)COC1=C(C=C(C=C1)N1C=C(C=N1)C(O)=O)C#N	experimental	True	0.5961077806122449	0.01105354377997224
DB03842	CC1=CC=CC(=C)[C@H]1N	experimental	True	0.48445491871166485	0.7031648397676299
DB03844	NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=CC=C1F	experimental	True	0.6109895833333333	0.002582989564879584
DB03845	[H][C@@]1(C[C@]([H])(N=[N+]=[N-])[C@@]([H])(COP([O-])(=O)OP([O-])(=O)OP(O)(=O)OP([O-])(=O)OP([O-])(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)O1)N1C=C(C)C([O-])=NC1=O	experimental	True	0.6491666666666667	7.928812465471068e-20
DB03846	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(CO)C(O)=NC1=O	experimental	True	0.5391294387170675	0.04661995343178872
DB03847	N[C@@H](CC(C(O)=O)C(O)=O)C(O)=O	experimental	True	0.22121684031826855	0.6118737243591253
DB03848	O[S@@](=O)C1=CC=CC=C1	experimental	True	0.35510321653578597	0.9528348313260847
DB03849	[H][C@@]1(CC[C@](CC1)(C#N)C1=CC(OC2CCCC2)=C(OC)C=C1)C(O)=O	investigational	True	0.6884170653907495	0.9042414745550311
DB03850	[H]\C(C[C@@]([H])(OC)[C@@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)C[C@]([H])(O)CC(=O)[C@]([H])(C)[C@]([H])(OC)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\CC[C@@]1([H])C)OC)=C(\[H])N(C)CO	experimental	True	0.75	7.047127494958582e-08
DB03851	OC(=O)CCCN1C2=CC=CC=C2C2=C1C=CC=C2	experimental	True	0.606302031864912	3.345541396697922e-06
DB03852	C[C@@]12CC[C@@H](CC1)C(C)(C)O2	approved; nutraceutical	True	0.47215906372584643	0.7426088044556125
DB03853	OC1=C(C=C(C=C1)S(O)(=O)=O)\N=N\C1=C(C=C2C(C=CC(NC3=NC(NC4=C(C5=CC(=C(\N=N\C6=C(O)C=CC(=C6)S(O)(=O)=O)C(O)=C5C=C4)S(O)(=O)=O)S(O)(=O)=O)=NC=N3)=C2S(O)(=O)=O)=C1O)S(O)(=O)=O	experimental	True	0.6316666666666667	0.8503323951162222
DB03854	NCCCCCN	experimental	True	0.6731497331005764	0.08587256266448293
DB03855	[H][C@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)NO	experimental	True	0.27596291407595674	0.9930315977204357
DB03856	NCCC[C@@](N)(C(F)F)C(O)=O	experimental; investigational	True	0.3730372223068668	0.023388750346258393
DB03857	OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S	experimental	True	0.23998490399695796	0.9803437197068121
DB03858	CC(=O)CSC[C@H](N)C(O)=O	experimental	True	0.24264959780098783	0.979248950025293
DB03859	OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O	experimental	True	0.1712094946492763	0.6611870038895318
DB03860	[H][C@]1(O)CC[C@@]2([H])[C@]3([H])[C@]([H])(CCCCCCCCCCC(=O)N(C)CCCC)CC4=CC(O)=CC=C4[C@@]3([H])CC[C@]12C	experimental	True	0.8	0.0017906411908732893
DB03861	[H][C@]1(CO)CN[C@]([H])(N=C(C)O)[C@@]([H])(O)[C@@]1([H])O	experimental	True	0.32832896950821966	0.6792145160231648
DB03862	OC[C@H]1ONC[C@@H](O)[C@@H]1O	experimental	True	0.23118814984470934	0.9297033657999734
DB03863	[H][C@@]1(C)O[C@]([H])(O)[C@@]([H])(OC)[C@]([H])(O)[C@]1([H])O	experimental	True	0.11476806994165986	0.6937877222143545
DB03864	OC[C@@H](O)CS	experimental	True	0.3525598525046016	0.9339389388134844
DB03865	NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC(=C2O)C2=CC=CC=C2)C=C1Cl	experimental	True	0.6866666666666666	0.0015106884335008908
DB03866	[H][C@@](CCCCC)(OO)\C=C\[C@@]1([H])[C@@]2([H])C[C@]([H])(OO2)[C@]1([H])C\C=C/CCCC(O)=O	experimental	True	0.7838979097563259	0.03475740866568247
DB03867	N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O	experimental	True	0.40721616731991334	0.24129874719126407
DB03868	O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O	experimental	True	0.323800605670484	0.8892601553192009
DB03869	[H][C@](N)(CO)C(O)=NS(=O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O	experimental	True	0.6433333333333333	0.006479524633733361
DB03870	[H][C@@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)CO[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O	experimental	True	0.18220610840731596	0.9789668962031178
DB03872	[H][C@]1(O)CC[C@]([H])(O)[C@@]([H])(C)O1	experimental	True	0.25484260978190815	0.9859076329214818
DB03874	CN(C)CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	experimental	True	0.7933333333333333	5.7501486960965546e-05
DB03876	NC(=[NH2+])C1=CC2=C(S1)N=CC=C2	experimental	True	0.4915839759375904	0.12107267481475527
